URL in paper,Date file was last used,Filename,SSRN link
http://www.lga.gov.uk/),Sat Apr  7 02:02:00 2012,j_1468-0408_2012_00542_x_wml.pdf,Unknown
http://www.sec.gov/divisions/enforce/friactions.shtml,Thu Oct 13 02:05:00 2011,j_1468-5957_2011_02249_x_wml.pdf,Unknown
http://sec.gov/interps/account/sab99.htm,Sat Mar  3 02:01:00 2012,j_1468-5957_2011_02262_x_wml.pdf,Unknown
http://www.sec.gov/spotlight/shortsales.htm.,Thu Jul  5 02:05:00 2012,j_1468-5957_2012_02279_x_wml.pdf,Unknown
http://www.sec.gov/news/speech/speecharchive/1998/spch220.txt).,Fri Oct 26 02:01:00 2012,j_1468-5957_2012_02295_x_wml.pdf,Unknown
http://www.treasury.gov.au),Sat Jan 12 02:03:00 2013,j_1468-5957_2012_02299_x_wml.pdf,Unknown
http://www.regulations.gov/search/Regs/home.html#docketDetail?R=TREAS-DO-2009-0007.,Fri Oct 26 02:03:00 2012,j_1468-5957_2012_02307_x_wml.pdf,Unknown
http://www.treas.gov/press/releases/hp1207.htm.,Fri Oct 26 02:03:00 2012,j_1468-5957_2012_02307_x_wml.pdf,Unknown
http://www.treas.gov/press/releases/hp1208.htm,Fri Oct 26 02:03:00 2012,j_1468-5957_2012_02307_x_wml.pdf,Unknown
http://www.treas.gov/press/releases/tg15.htm,Fri Oct 26 02:03:00 2012,j_1468-5957_2012_02307_x_wml.pdf,Unknown
http://www.bls.gov/opub/hom/homtoc.,Thu May  5 02:01:00 2011,j_1540-5982_2011_01638_x_wml.pdf,Unknown
http://www.sec.gov/news/testimony/2007/ts071207sec.htm.,Sat Jul  7 02:01:00 2012,j_1540-6288_2012_00337_x_wml.pdf,Unknown
http://www.sec.gov/rules/interp/2010/33-9106.pdf.,Sat Jul 21 02:01:00 2012,j_1745-6622_2012_00378_x_wml.pdf,Unknown
"http://www.sec.gov/interps/account/sab99.htm,",Sat Jul 21 02:02:00 2012,j_1745-6622_2012_00380_x_wml.pdf,Unknown
"http://www.sec.gov/rules/interp/2010/33-9106.pdf,",Sat Jul 21 02:02:00 2012,j_1745-6622_2012_00380_x_wml.pdf,Unknown
http://www.osc.gov.on.ca/documents/en/Securities-Category5/csa_,Sat Jul 21 02:02:00 2012,j_1745-6622_2012_00380_x_wml.pdf,Unknown
"http://www.sec.gov/rules/interp/2010/33-9106.pdf,",Sat Jul 21 02:02:00 2012,j_1745-6622_2012_00380_x_wml.pdf,Unknown
http://www.federalreserve.gov/publications/,Wed Dec 26 02:00:00 2012,j_1745-6622_2012_00400_x_wml.pdf,Unknown
http://www.federalreserve.gov/publica-,Wed Dec 26 02:00:00 2012,j_1745-6622_2012_00400_x_wml.pdf,Unknown
http://www.fhfa.gov/webfiles/23876/,Wed Dec 26 02:00:00 2012,j_1745-6622_2012_00400_x_wml.pdf,Unknown
http://www.fhfa.gov/,Wed Dec 26 02:00:00 2012,j_1745-6622_2012_00400_x_wml.pdf,Unknown
http://www.sec.gov/comments/s7-39-10/s73910-154.pdf,Wed Dec 26 02:01:00 2012,j_1745-6622_2012_00406_x_wml.pdf,Unknown
http://www.federalreserve.gov/newsevents/press/,Fri Apr  5 02:06:00 2013,j_1745-6622_2013_12004_x_wml.pdf,Unknown
http://www.bis.gov.uk/assets/biscore/business-law/,Mon Dec 23 18:33:00 2013,JACF_JACF12031.pdf,Unknown
http://www.federalreserve.gov/SE-,Mon Dec 23 18:33:00 2013,JACF_JACF12037.pdf,Unknown
http://www.eia.doe.gov/forecasts/aeo/).,Mon Dec 23 18:34:00 2013,JACF_JACF12045.pdf,Unknown
http://www.eia.gov/analysis/,Mon Dec 23 18:34:00 2013,JACF_JACF12045.pdf,Unknown
http://oversight.house.gov/,Fri Jul 25 19:05:00 2014,JACF_JACF12063.pdf,Unknown
https://www.sec.gov/news/press/2009/2009-268.htm.,Fri Jul 25 19:06:00 2014,JACF_JACF12068.pdf,Unknown
https://www.sec.gov/cgi-bin/,Wed Oct 22 19:05:00 2014,JACF_JACF12080.pdf,Unknown
https://www.sec.gov/Archives/,Wed Oct 22 19:05:00 2014,JACF_JACF12080.pdf,Unknown
https://www.sec.gov/Archives/,Wed Oct 22 19:05:00 2014,JACF_JACF12080.pdf,Unknown
http://www.eia.gov/countries/cab.cfm?fips=ch.,Wed Oct 22 19:05:00 2014,JACF_JACF12083.pdf,Unknown
